,Website,Review,review_processed,tok_processed_reviews,review_polarity,review_subjectivity
249,trustpilot.com,AMTRAK I AM DISGUSTED AND ENRAGED ABOUT HOW YOU TREATED THOSE TWO BLACK EDERLY WOMAN BY KICKING THEM OFF THE TRAIN!!! MY MOTHER WHO IS AN EDERLY WOMAN TRAVELED USING YOUR TRAIN WVERY COUPLE OF WEEKS!! NEVER AGAIN!!! I WILL NOT TRUST MY MOTHERS WELL BEING WITH YOUR SORRY COMPANY AGAIN!! YOU BETTER STEP UP AND APOLOGIZE AND THEY DESERVE RESTITUTION IMMEDIATELY!!WE WILL NEVER USE AMTRSK AGAIN.,amtrak i am disgusted and enraged about how you treated those two black ederly woman by kicking them off the train!!! my mother who is an ederly woman traveled using your train wvery couple of weeks!! never again!!! i will not trust my mothers well being with your sorry company again!! you better step up and apologize and they deserve restitution immediately!!we will never use amtrsk again.,"['amtrak', 'disgusted', 'enraged', 'treated', 'two', 'black', 'ederly', 'woman', 'kicking', 'train!!!', 'mother', 'ederly', 'woman', 'traveled', 'using', 'train', 'wvery', 'couple', 'weeks!!', 'never', 'again!!!', 'trust', 'mothers', 'well', 'sorry', 'company', 'again!!', 'better', 'step', 'apologize', 'deserve', 'restitution', 'immediately!!we', 'never', 'use', 'amtrsk', 'again.']",-0.7068,0.733333333
250,trustpilot.com,I traveled from ft Lauderdale to  NC for a funeral on January 25 2023. Service from employee on train was terrible. Me and my daughter ate food at cafe on train which was too expensive and today I received an email stating food was contaminated. Possible listeria. Could I sue Amtrak? My stomach has been feeling queasy with headaches. I should go to the doctor and Amtrak should be sued and shutdown for serving contaminated food. BAD SERVICE,i traveled from ft lauderdale to  nc for a funeral on january 25 2023. service from employee on train was terrible. me and my daughter ate food at cafe on train which was too expensive and today i received an email stating food was contaminated. possible listeria. could i sue amtrak? my stomach has been feeling queasy with headaches. i should go to the doctor and amtrak should be sued and shutdown for serving contaminated food. bad service,"['traveled', 'ft', 'lauderdale', 'nc', 'funeral', 'january', '25', '2023.', 'service', 'employee', 'train', 'terrible.', 'daughter', 'ate', 'food', 'cafe', 'train', 'expensive', 'today', 'received', 'email', 'stating', 'food', 'contaminated.', 'possible', 'listeria.', 'could', 'sue', 'amtrak?', 'stomach', 'feeling', 'queasy', 'headaches.', 'go', 'doctor', 'amtrak', 'sued', 'shutdown', 'serving', 'contaminated', 'food.', 'bad', 'service']",-0.8225,0.841666667
251,trustpilot.com,"I had two sudden deaths in my immediate family back to back. I went on their website to book a last minute train home to be with my family. I found a super cheap fare and immediately booked it because under the circumstances I am strapped for cash. When I went to check out my total almost tripled! I went back redid the process and again the same thing. I restarted my phone and then tried to book on another device! Again, the same exact thing happened. I took screenshots of the fare being displayed and what happens at checkout and then contacted Amtrak for assistance. I was met with the most insensitive, disgusting and extremely rude rep I have ever encountered. He wouldn’t even allow me to explain the situation after being on hold for an entire hour! He then hung up on me without hearing what issues I was experiencing and without helping me at all. I was forced to call back and have been currently on hold for an hour and 15 minutes and counting! Truly sad and disgusting the way that they treat their customers. To act rude and disgusting towards someone that is grieving is unacceptable! True, he may not have know my situation but why should a customer SERVICE agent need to know a person’s personal circumstances in order to show decency and kindness or to provide the necessary support that your customers need?? Truly disappointed!! Although on my end it’s still displaying the cheaper fare, I was told that Amtrak will not honor what I’m seeing as it only matters what they can see. And the only explanation that they could offer me as to why I’m seeing the lower fare is because “the system must be updating” I have several screenshots and have made several attempts to retry it. They offered no type of compassion nor sympathy for what I’ve been enduring on their website! The fare is not the issue, the issue is that its being advertised as a certain amount and of course I’m going to go with the cheaper option but they’re not honoring it which proves they lack integrity!","i had two sudden deaths in my immediate family back to back. i went on their website to book a last minute train home to be with my family. i found a super cheap fare and immediately booked it because under the circumstances i am strapped for cash. when i went to check out my total almost tripled! i went back redid the process and again the same thing. i restarted my phone and then tried to book on another device! again, the same exact thing happened. i took screenshots of the fare being displayed and what happens at checkout and then contacted amtrak for assistance. i was met with the most insensitive, disgusting and extremely rude rep i have ever encountered. he wouldn’t even allow me to explain the situation after being on hold for an entire hour! he then hung up on me without hearing what issues i was experiencing and without helping me at all. i was forced to call back and have been currently on hold for an hour and 15 minutes and counting! truly sad and disgusting the way that they treat their customers. to act rude and disgusting towards someone that is grieving is unacceptable! true, he may not have know my situation but why should a customer service agent need to know a person’s personal circumstances in order to show decency and kindness or to provide the necessary support that your customers need?? truly disappointed!! although on my end it’s still displaying the cheaper fare, i was told that amtrak will not honor what i’m seeing as it only matters what they can see. and the only explanation that they could offer me as to why i’m seeing the lower fare is because “the system must be updating” i have several screenshots and have made several attempts to retry it. they offered no type of compassion nor sympathy for what i’ve been enduring on their website! the fare is not the issue, the issue is that its being advertised as a certain amount and of course i’m going to go with the cheaper option but they’re not honoring it which proves they lack integrity!","['two', 'sudden', 'deaths', 'immediate', 'family', 'back', 'back.', 'went', 'website', 'book', 'last', 'minute', 'train', 'home', 'family.', 'found', 'super', 'cheap', 'fare', 'immediately', 'booked', 'circumstances', 'strapped', 'cash.', 'went', 'check', 'total', 'almost', 'tripled!', 'went', 'back', 'redid', 'process', 'thing.', 'restarted', 'phone', 'tried', 'book', 'another', 'device!', 'again,', 'exact', 'thing', 'happened.', 'took', 'screenshots', 'fare', 'displayed', 'happens', 'checkout', 'contacted', 'amtrak', 'assistance.', 'met', 'insensitive,', 'disgusting', 'extremely', 'rude', 'rep', 'ever', 'encountered.', 'wouldn’t', 'even', 'allow', 'explain', 'situation', 'hold', 'entire', 'hour!', 'hung', 'without', 'hearing', 'issues', 'experiencing', 'without', 'helping', 'all.', 'forced', 'call', 'back', 'currently', 'hold', 'hour', '15', 'minutes', 'counting!', 'truly', 'sad', 'disgusting', 'way', 'treat', 'customers.', 'act', 'rude', 'disgusting', 'towards', 'someone', 'grieving', 'unacceptable!', 'true,', 'may', 'know', 'situation', 'customer', 'service', 'agent', 'need', 'know', 'person’s', 'personal', 'circumstances', 'order', 'show', 'decency', 'kindness', 'provide', 'necessary', 'support', 'customers', 'need??', 'truly', 'disappointed!!', 'although', 'end', 'it’s', 'still', 'displaying', 'cheaper', 'fare,', 'told', 'amtrak', 'honor', 'i’m', 'seeing', 'matters', 'see.', 'explanation', 'could', 'offer', 'i’m', 'seeing', 'lower', 'fare', '“the', 'system', 'must', 'updating”', 'several', 'screenshots', 'made', 'several', 'attempts', 'retry', 'it.', 'offered', 'type', 'compassion', 'sympathy', 'i’ve', 'enduring', 'website!', 'fare', 'issue,', 'issue', 'advertised', 'certain', 'amount', 'course', 'i’m', 'going', 'go', 'cheaper', 'option', 'they’re', 'honoring', 'proves', 'lack', 'integrity!']",-0.8133,0.48061756
252,trustpilot.com,Rode 765 on 12/7 at 9:26 to Sta Barbara and returned 12/9 on 4784.  There were four of us traveling.  The crew was so friendly and helpful!  The conductor had an xceptional voice and made each stop fun!  On return trip train was full and we ended up sitting apart.  When the conductor saw this he told us there were four seats together on another cart and took us there.  We were so grateful!! All of the crew was great!,rode 765 on 12/7 at 9:26 to sta barbara and returned 12/9 on 4784.  there were four of us traveling.  the crew was so friendly and helpful!  the conductor had an xceptional voice and made each stop fun!  on return trip train was full and we ended up sitting apart.  when the conductor saw this he told us there were four seats together on another cart and took us there.  we were so grateful!! all of the crew was great!,"['rode', '765', '12/7', '9:26', 'sta', 'barbara', 'returned', '12/9', '4784.', 'four', 'us', 'traveling.', 'crew', 'friendly', 'helpful!', 'conductor', 'xceptional', 'voice', 'made', 'stop', 'fun!', 'return', 'trip', 'train', 'full', 'ended', 'sitting', 'apart.', 'conductor', 'saw', 'told', 'us', 'four', 'seats', 'together', 'another', 'cart', 'took', 'us', 'there.', 'grateful!!', 'crew', 'great!']",0.9608,0.5
253,trustpilot.com,"No doubt Amtrak could improve.  But then again, couldn't we all.  That is, many paying passengers do not get, ""It takes 2 to tango"":  What one  puts out is what comes back.  If you're a jerk, jerk is what you'll get in return. What you sew is what you reap. But there are those that believe otherwise. Habitually, they treat others, particularly service folks, like garbage.  Hence, what they see is a garbage world. Try smiling genuinely while asking the Amtrak folks, ""How's your day?"" Guaran ball bearin, It'll change that world within which you roam.","no doubt amtrak could improve.  but then again, couldn't we all.  that is, many paying passengers do not get, ""it takes 2 to tango"":  what one  puts out is what comes back.  if you're a jerk, jerk is what you'll get in return. what you sew is what you reap. but there are those that believe otherwise. habitually, they treat others, particularly service folks, like garbage.  hence, what they see is a garbage world. try smiling genuinely while asking the amtrak folks, ""how's your day?"" guaran ball bearin, it'll change that world within which you roam.","['doubt', 'amtrak', 'could', 'improve.', 'again,', 'all.', 'is,', 'many', 'paying', 'passengers', 'get,', '""it', 'takes', '2', 'tango"":', 'one', 'puts', 'comes', 'back.', 'jerk,', 'jerk', 'get', 'return.', 'sew', 'reap.', 'believe', 'otherwise.', 'habitually,', 'treat', 'others,', 'particularly', 'service', 'folks,', 'like', 'garbage.', 'hence,', 'see', 'garbage', 'world.', 'try', 'smiling', 'genuinely', 'asking', 'amtrak', 'folks,', '""how\'s', 'day?""', 'guaran', 'ball', 'bearin,', ""it'll"", 'change', 'world', 'within', 'roam.']",0.8177,0.333333333
254,trustpilot.com,"I see lots of criticism here, but I have nothing but praise for this great American experience. I have traveled the world and find taking the train so much relaxing. Yes, at times it feels it takes for ever to reach a destination, but one has the opportunity to enjoy the scenery and, at least in my experience, very nice travel companions. Amtrak personnel I interacted have always been diligent and provided me with good service. It is perhaps about how we approach service providers. Yes, one pay for service, but that does not mean one can expect to be treated with courtesy and respect unless one treats others right. Yes, I consider Amtrak to be an American unpolished gem. And for individuals who complain about Amtrak prices evidently they have been living in a shell. Thank you Amtrak!!","i see lots of criticism here, but i have nothing but praise for this great american experience. i have traveled the world and find taking the train so much relaxing. yes, at times it feels it takes for ever to reach a destination, but one has the opportunity to enjoy the scenery and, at least in my experience, very nice travel companions. amtrak personnel i interacted have always been diligent and provided me with good service. it is perhaps about how we approach service providers. yes, one pay for service, but that does not mean one can expect to be treated with courtesy and respect unless one treats others right. yes, i consider amtrak to be an american unpolished gem. and for individuals who complain about amtrak prices evidently they have been living in a shell. thank you amtrak!!","['see', 'lots', 'criticism', 'here,', 'nothing', 'praise', 'great', 'american', 'experience.', 'traveled', 'world', 'find', 'taking', 'train', 'much', 'relaxing.', 'yes,', 'times', 'feels', 'takes', 'ever', 'reach', 'destination,', 'one', 'opportunity', 'enjoy', 'scenery', 'and,', 'least', 'experience,', 'nice', 'travel', 'companions.', 'amtrak', 'personnel', 'interacted', 'always', 'diligent', 'provided', 'good', 'service.', 'perhaps', 'approach', 'service', 'providers.', 'yes,', 'one', 'pay', 'service,', 'mean', 'one', 'expect', 'treated', 'courtesy', 'respect', 'unless', 'one', 'treats', 'others', 'right.', 'yes,', 'consider', 'amtrak', 'american', 'unpolished', 'gem.', 'individuals', 'complain', 'amtrak', 'prices', 'evidently', 'living', 'shell.', 'thank', 'amtrak!!']",0.9918,0.447564935
255,trustpilot.com,"rPower-hungry, overbearing, rude, and unaccommodating rude employees and conductors. I bought Ct Rail tickets going from  Hartford to New Haven. The lady at the ticket desk would not let me on even though I bought tickets. She said they were only accepting Amtirack tickets and they had sold out. A total lie. Amtrack has a history of bribery and embezzlement. They claim the train is sold out. However, this is a dirty trick they play on holiday weekends to limit the number of people on the train.","rpower-hungry, overbearing, rude, and unaccommodating rude employees and conductors. i bought ct rail tickets going from  hartford to new haven. the lady at the ticket desk would not let me on even though i bought tickets. she said they were only accepting amtirack tickets and they had sold out. a total lie. amtrack has a history of bribery and embezzlement. they claim the train is sold out. however, this is a dirty trick they play on holiday weekends to limit the number of people on the train.","['rpower-hungry,', 'overbearing,', 'rude,', 'unaccommodating', 'rude', 'employees', 'conductors.', 'bought', 'ct', 'rail', 'tickets', 'going', 'hartford', 'new', 'haven.', 'lady', 'ticket', 'desk', 'would', 'let', 'even', 'though', 'bought', 'tickets.', 'said', 'accepting', 'amtirack', 'tickets', 'sold', 'out.', 'total', 'lie.', 'amtrack', 'history', 'bribery', 'embezzlement.', 'claim', 'train', 'sold', 'out.', 'however,', 'dirty', 'trick', 'play', 'holiday', 'weekends', 'limit', 'number', 'people', 'train.']",-0.2732,0.700757576
256,trustpilot.com,"TRAVELER BEWARE!!!  I checked my suitcase at the Amtrak station in Sacramento, CA and was assured it would be handled safely only to find some Amtrak employee stole shoes and jewelry from it after they failed to remove  my suitcase from the train at my final destination at Fresno, CA. Suitcase got returned to Fresno terminal too late for me to get it so it had to spend the night in Fresno terminal. I picked it up early the next morning.  Checked the suitcase before leaving terminal and discovered the theft. Clerks there were unhelpful and unapologetic.  Had to drag information out of them about what to do and who to call. There is NO manager at the Fresno station, just a bunch of clerks who don’t know who their manager is or a phone number to reach them.  I am very angry!!  TRAVELER BEWARE!","traveler beware!!!  i checked my suitcase at the amtrak station in sacramento, ca and was assured it would be handled safely only to find some amtrak employee stole shoes and jewelry from it after they failed to remove  my suitcase from the train at my final destination at fresno, ca. suitcase got returned to fresno terminal too late for me to get it so it had to spend the night in fresno terminal. i picked it up early the next morning.  checked the suitcase before leaving terminal and discovered the theft. clerks there were unhelpful and unapologetic.  had to drag information out of them about what to do and who to call. there is no manager at the fresno station, just a bunch of clerks who don’t know who their manager is or a phone number to reach them.  i am very angry!!  traveler beware!","['traveler', 'beware!!!', 'checked', 'suitcase', 'amtrak', 'station', 'sacramento,', 'ca', 'assured', 'would', 'handled', 'safely', 'find', 'amtrak', 'employee', 'stole', 'shoes', 'jewelry', 'failed', 'remove', 'suitcase', 'train', 'final', 'destination', 'fresno,', 'ca.', 'suitcase', 'got', 'returned', 'fresno', 'terminal', 'late', 'get', 'spend', 'night', 'fresno', 'terminal.', 'picked', 'early', 'next', 'morning.', 'checked', 'suitcase', 'leaving', 'terminal', 'discovered', 'theft.', 'clerks', 'unhelpful', 'unapologetic.', 'drag', 'information', 'call.', 'manager', 'fresno', 'station,', 'bunch', 'clerks', 'don’t', 'know', 'manager', 'phone', 'number', 'reach', 'them.', 'angry!!', 'traveler', 'beware!']",-0.7237,0.533854167
257,trustpilot.com,There was a very young girl in the train with a small dog in a crate.  The dog wasn’t happy and wined occasionally but it really wasn’t that bad.  No one cared.  The Amtrak employee insisted the girl was not abiding by pet rules by not keeping the dog quiet.  He made her get off the train two stops before her stop. She was crying and distraught.  Everyone on the train car booed the employee for his arrogant behavior .,there was a very young girl in the train with a small dog in a crate.  the dog wasn’t happy and wined occasionally but it really wasn’t that bad.  no one cared.  the amtrak employee insisted the girl was not abiding by pet rules by not keeping the dog quiet.  he made her get off the train two stops before her stop. she was crying and distraught.  everyone on the train car booed the employee for his arrogant behavior .,"['young', 'girl', 'train', 'small', 'dog', 'crate.', 'dog', 'wasn’t', 'happy', 'wined', 'occasionally', 'really', 'wasn’t', 'bad.', 'one', 'cared.', 'amtrak', 'employee', 'insisted', 'girl', 'abiding', 'pet', 'rules', 'keeping', 'dog', 'quiet.', 'made', 'get', 'train', 'two', 'stops', 'stop.', 'crying', 'distraught.', 'everyone', 'train', 'car', 'booed', 'employee', 'arrogant', 'behavior', '.']",-0.9811,0.538333333
258,trustpilot.com,"I think it’s horrible. You people kicked to elderly African-American women off of your train in subzero weather. You should be ashamed of yourself. know that I will never take Amtrak again, nor with anyone in my family/ friends. I am posting this on every social media platform I have … you people are horrible","i think it’s horrible. you people kicked to elderly african-american women off of your train in subzero weather. you should be ashamed of yourself. know that i will never take amtrak again, nor with anyone in my family/ friends. i am posting this on every social media platform i have … you people are horrible","['think', 'it’s', 'horrible.', 'people', 'kicked', 'elderly', 'african-american', 'women', 'train', 'subzero', 'weather.', 'ashamed', 'yourself.', 'know', 'never', 'take', 'amtrak', 'again,', 'anyone', 'family/', 'friends.', 'posting', 'every', 'social', 'media', 'platform', '…', 'people', 'horrible']",-0.7906,0.688888889
259,trustpilot.com,"Staff are racist. Made up a policy that goes directly against their website eticketing rules (said each traveler needs to have a separate eticket in their own name when their website literally says otherwise) to deny my girlfriend from getting on. Then when my girlfriend was upset, they threatened to call the cops. Watch out for this staff if you're black.","staff are racist. made up a policy that goes directly against their website eticketing rules (said each traveler needs to have a separate eticket in their own name when their website literally says otherwise) to deny my girlfriend from getting on. then when my girlfriend was upset, they threatened to call the cops. watch out for this staff if you're black.","['staff', 'racist.', 'made', 'policy', 'goes', 'directly', 'website', 'eticketing', 'rules', '(said', 'traveler', 'needs', 'separate', 'eticket', 'name', 'website', 'literally', 'says', 'otherwise)', 'deny', 'girlfriend', 'getting', 'on.', 'girlfriend', 'upset,', 'threatened', 'call', 'cops.', 'watch', 'staff', 'black.']",-0.9001,0.611111111
260,trustpilot.com,"Our first experience with Amtrak and will be our last. Ticket told us to show up 60 minutes ahead if we had baggage. That's 4:15am, no access to train station. Walking around in the dark on New York City Streets trying to find an entrance. Finally have access to Penn Station, only to find out the train we've booked isn't even running and we're having to be put on another train. No notification that our train wasn't operating. Absolutely dreadful!!! Waiting in Penn Station now, already checked out of hotel so enjoying the ambience of people yelling out profanities. Do not travel with Amtrak. (Erwin at Penn Station is absolutely great...and sorted it out for us. But Amtrak....never again.)","our first experience with amtrak and will be our last. ticket told us to show up 60 minutes ahead if we had baggage. that's 4:15am, no access to train station. walking around in the dark on new york city streets trying to find an entrance. finally have access to penn station, only to find out the train we've booked isn't even running and we're having to be put on another train. no notification that our train wasn't operating. absolutely dreadful!!! waiting in penn station now, already checked out of hotel so enjoying the ambience of people yelling out profanities. do not travel with amtrak. (erwin at penn station is absolutely great...and sorted it out for us. but amtrak....never again.)","['first', 'experience', 'amtrak', 'last.', 'ticket', 'told', 'us', 'show', '60', 'minutes', 'ahead', 'baggage.', ""that's"", '4:15am,', 'access', 'train', 'station.', 'walking', 'around', 'dark', 'new', 'york', 'city', 'streets', 'trying', 'find', 'entrance.', 'finally', 'access', 'penn', 'station,', 'find', 'train', ""we've"", 'booked', 'even', 'running', ""we're"", 'put', 'another', 'train.', 'notification', 'train', 'operating.', 'absolutely', 'dreadful!!!', 'waiting', 'penn', 'station', 'now,', 'already', 'checked', 'hotel', 'enjoying', 'ambience', 'people', 'yelling', 'profanities.', 'travel', 'amtrak.', '(erwin', 'penn', 'station', 'absolutely', 'great...and', 'sorted', 'us.', 'amtrak....never', 'again.)']",0.4889,0.639393939
261,trustpilot.com,"So an Amtrak Conductor decides to kick 2 Black Senior Citizen women off the train, in the middle of the cold because their emotional dog pooped which they kindly cleaned up. This could have been my Mom. Amtrack is taking us back to the days of Civil Rights. But the fact that they were Seniors makes this more disturbing. We'll be finding other ways to travel and social media is on top of this inhumane act. Racism at its worst!","so an amtrak conductor decides to kick 2 black senior citizen women off the train, in the middle of the cold because their emotional dog pooped which they kindly cleaned up. this could have been my mom. amtrack is taking us back to the days of civil rights. but the fact that they were seniors makes this more disturbing. we'll be finding other ways to travel and social media is on top of this inhumane act. racism at its worst!","['amtrak', 'conductor', 'decides', 'kick', '2', 'black', 'senior', 'citizen', 'women', 'train,', 'middle', 'cold', 'emotional', 'dog', 'pooped', 'kindly', 'cleaned', 'up.', 'could', 'mom.', 'amtrack', 'taking', 'us', 'back', 'days', 'civil', 'rights.', 'fact', 'seniors', 'makes', 'disturbing.', ""we'll"", 'finding', 'ways', 'travel', 'social', 'media', 'top', 'inhumane', 'act.', 'racism', 'worst!']",-0.9421,0.548076923
262,trustpilot.com,I tried to contact Amtrak about a train destination from my hometown in Lakeland. The automated system for this is horrific! The automated system does not recognize your voice commands and keeps looping back! Finally got ahold of an agent and she had no information. No wonder the train service is down! I cannot believe how terrible this experience was!,i tried to contact amtrak about a train destination from my hometown in lakeland. the automated system for this is horrific! the automated system does not recognize your voice commands and keeps looping back! finally got ahold of an agent and she had no information. no wonder the train service is down! i cannot believe how terrible this experience was!,"['tried', 'contact', 'amtrak', 'train', 'destination', 'hometown', 'lakeland.', 'automated', 'system', 'horrific!', 'automated', 'system', 'recognize', 'voice', 'commands', 'keeps', 'looping', 'back!', 'finally', 'got', 'ahold', 'agent', 'information.', 'wonder', 'train', 'service', 'down!', 'cannot', 'believe', 'terrible', 'experience', 'was!']",-0.6515,0.657777778
263,trustpilot.com,"Trains were pretty much on time, even due to hurricane/tropical storm. The trip back from Lynchburg to Philly (#66) on 10/02/22 was fine, except for this one rude staff member. She showed zero customer service and told people (white), of her choice, ""you have to tell me if you move your seats!""","trains were pretty much on time, even due to hurricane/tropical storm. the trip back from lynchburg to philly (#66) on 10/02/22 was fine, except for this one rude staff member. she showed zero customer service and told people (white), of her choice, ""you have to tell me if you move your seats!""","['trains', 'pretty', 'much', 'time,', 'even', 'due', 'hurricane/tropical', 'storm.', 'trip', 'back', 'lynchburg', 'philly', '(#66)', '10/02/22', 'fine,', 'except', 'one', 'rude', 'staff', 'member.', 'showed', 'zero', 'customer', 'service', 'told', 'people', '(white),', 'choice,', '""you', 'tell', 'move', 'seats!""']",0.3164,0.382142857
264,trustpilot.com,"We traveled from Ann Arbor to Chicago in September. The trip itself was fine, but the guy (James) running the Cafe Car was extremely rude to my wife for asking if we could order a beer (it was a Sunday morning, so we weren't sure). He treated her like a sack of s**t. We were going on vacation and decided to have a cold one on the trip, if we could. My wife is the nicest person you'd ever want to meet, wasn't the least bit rude, just inquiring. The guy was a complete prik. He's in the wrong business, for sure.","we traveled from ann arbor to chicago in september. the trip itself was fine, but the guy (james) running the cafe car was extremely rude to my wife for asking if we could order a beer (it was a sunday morning, so we weren't sure). he treated her like a sack of s**t. we were going on vacation and decided to have a cold one on the trip, if we could. my wife is the nicest person you'd ever want to meet, wasn't the least bit rude, just inquiring. the guy was a complete prik. he's in the wrong business, for sure.","['traveled', 'ann', 'arbor', 'chicago', 'september.', 'trip', 'fine,', 'guy', '(james)', 'running', 'cafe', 'car', 'extremely', 'rude', 'wife', 'asking', 'could', 'order', 'beer', '(it', 'sunday', 'morning,', 'sure).', 'treated', 'like', 'sack', 's**t.', 'going', 'vacation', 'decided', 'cold', 'one', 'trip,', 'could.', 'wife', 'nicest', 'person', 'ever', 'want', 'meet,', 'least', 'bit', 'rude,', 'inquiring.', 'guy', 'complete', 'prik.', ""he's"", 'wrong', 'business,', 'sure.']",-0.6222,0.686419753
265,trustpilot.com,Amtrak gives hard time to give me Refund when I had to suddenly go to the Hospital Emergency Room due to advice of my Cardiologist.  My condition was serious and Hospital kept me there for two days. I missed the train next day.  I have provided my hospital information two times and My cardiol;ogist Note once.  STILL THERE IS NO REFUND.MOHINDER SAINIAmtrack membership numver:8307170210,amtrak gives hard time to give me refund when i had to suddenly go to the hospital emergency room due to advice of my cardiologist.  my condition was serious and hospital kept me there for two days. i missed the train next day.  i have provided my hospital information two times and my cardiol;ogist note once.  still there is no refund.mohinder sainiamtrack membership numver:8307170210,"['amtrak', 'gives', 'hard', 'time', 'give', 'refund', 'suddenly', 'go', 'hospital', 'emergency', 'room', 'due', 'advice', 'cardiologist.', 'condition', 'serious', 'hospital', 'kept', 'two', 'days.', 'missed', 'train', 'next', 'day.', 'provided', 'hospital', 'information', 'two', 'times', 'cardiol;ogist', 'note', 'once.', 'still', 'refund.mohinder', 'sainiamtrack', 'membership', 'numver:8307170210']",-0.7717,0.416666667
266,trustpilot.com,"Hello, the lack of customer service and humanity that Amtrak's employees chose to exhibit to women who could be anyone's senior relative, is appalling. It showed a lack of discernment and concern for the safety of women, who were kicked off the train, in what looks like the middle of nowhere, in the cold. Make it make sense? Would you have done this to elderly women who were not black?","hello, the lack of customer service and humanity that amtrak's employees chose to exhibit to women who could be anyone's senior relative, is appalling. it showed a lack of discernment and concern for the safety of women, who were kicked off the train, in what looks like the middle of nowhere, in the cold. make it make sense? would you have done this to elderly women who were not black?","['hello,', 'lack', 'customer', 'service', 'humanity', ""amtrak's"", 'employees', 'chose', 'exhibit', 'women', 'could', ""anyone's"", 'senior', 'relative,', 'appalling.', 'showed', 'lack', 'discernment', 'concern', 'safety', 'women,', 'kicked', 'train,', 'looks', 'like', 'middle', 'nowhere,', 'cold.', 'make', 'make', 'sense?', 'would', 'done', 'elderly', 'women', 'black?']",-0.2869,0.466666667
267,trustpilot.com,"From reading these reviews, it looks like Amtrak should hire European train professionals who know how to treat customers. Conductors, and ticket collectors are employees of Amtrak and at the service of the clients who pay their fare. They are not the police, should not be authoritarian and should ALWAYS put the customer's needs first. Period.","from reading these reviews, it looks like amtrak should hire european train professionals who know how to treat customers. conductors, and ticket collectors are employees of amtrak and at the service of the clients who pay their fare. they are not the police, should not be authoritarian and should always put the customer's needs first. period.","['reading', 'reviews,', 'looks', 'like', 'amtrak', 'hire', 'european', 'train', 'professionals', 'know', 'treat', 'customers.', 'conductors,', 'ticket', 'collectors', 'employees', 'amtrak', 'service', 'clients', 'pay', 'fare.', 'police,', 'authoritarian', 'always', 'put', ""customer's"", 'needs', 'first.', 'period.']",0.5859,0.166666667
268,trustpilot.com,"if you like traveling inside of a portable toilet by all means you will enjoy ""fresh  deposited urine"" air freshenerdirty floorsecoli laden brown toilet seatsrude staff and mentally ill passengers no security","if you like traveling inside of a portable toilet by all means you will enjoy ""fresh  deposited urine"" air freshenerdirty floorsecoli laden brown toilet seatsrude staff and mentally ill passengers no security","['like', 'traveling', 'inside', 'portable', 'toilet', 'means', 'enjoy', '""fresh', 'deposited', 'urine""', 'air', 'freshenerdirty', 'floorsecoli', 'laden', 'brown', 'toilet', 'seatsrude', 'staff', 'mentally', 'ill', 'passengers', 'security']",0.4878,0.4
269,trustpilot.com,Taking the train from Stamford to NYC Penn Station. 20 minutes before it was due we were told it was 25 minutes late. 20 minutes later we were told it would be 55 minutes late. It was so late the Amtrak train behind it was set to pass it. We asked if we could change our ticket to get on that one (a routine thing in developed countries) it would cost us $85 to so. In the process I learned Stamford is the end of the line for the NYC lines. So we'll be using that instead. Amtrak is too unreliable to use for regular use.,taking the train from stamford to nyc penn station. 20 minutes before it was due we were told it was 25 minutes late. 20 minutes later we were told it would be 55 minutes late. it was so late the amtrak train behind it was set to pass it. we asked if we could change our ticket to get on that one (a routine thing in developed countries) it would cost us $85 to so. in the process i learned stamford is the end of the line for the nyc lines. so we'll be using that instead. amtrak is too unreliable to use for regular use.,"['taking', 'train', 'stamford', 'nyc', 'penn', 'station.', '20', 'minutes', 'due', 'told', '25', 'minutes', 'late.', '20', 'minutes', 'later', 'told', 'would', '55', 'minutes', 'late.', 'late', 'amtrak', 'train', 'behind', 'set', 'pass', 'it.', 'asked', 'could', 'change', 'ticket', 'get', 'one', '(a', 'routine', 'thing', 'developed', 'countries)', 'would', 'cost', 'us', '$85', 'so.', 'process', 'learned', 'stamford', 'end', 'line', 'nyc', 'lines.', ""we'll"", 'using', 'instead.', 'amtrak', 'unreliable', 'use', 'regular', 'use.']",0,0.406490385
