,Website,Review
324,trustpilot.com,"A continuation of my previous review. The City of New Orleans ran out of coffee at 11am this morning, most food choices were missing as well. I expected that Amtrak would have a dining car but they eliminated the car. When I get home I will be contacting my congressional representatives and request funding for this unimaginably mismanaged company be eliminated. I am disgusted that my tax dollars are currently funding this transit nightmare."
325,trustpilot.com,"Worst experience ever. Booked a room on way down to Sanford for extra $. It was so small, like a cracker box but was the best they had. Ac didn't work as they override it and we froze all night. Then you have to walk multiple cars to get to dinner. Food was good but hallways are tight and leak water on you when rain happens. Bathroom was impossibly small and tough to get into at an angle. And we were supposed to shower when sitting on commode? On way back we arrived at 1:30 to find out they gave away our roomette and moved us 4 train cars back. We asked why and they said we do this all the time to accommodate families. We had a reservation for a specific room and car!!! We can't go to dinner as it's too far for my knee to handle( due for replacement). Any hope of a good experience is completely gone. Amtrak operations are subpar and we will NEVER do this again- I could have been a great passenger multiple trips but the travel option of train will never be selected again. So be warned this is not great!"
326,trustpilot.com,"Our train was delayed and we missed our following train (both on the same ticket). The next proposed train was after 7 hours. For a 7 hours journey, the total journey would have been 14 hours. We asked staff on train about the policy, they were nice but incompetent in matters related to delay. Ground staff the same. Only option was to call Amtrak. We wasted 1h45 minutes on wait on the call, but no reply. We decided to take a taxi and pay 200$. Amtrak didn't refund our taxi fare where ground staff had told us it could be possible that we would be refunded. Please allow a lot of extra time if you want to use Amtrak service."
327,trustpilot.com,Currently on Train 91 to Tampa.  This is the second time I’ve had the pleasure of having Rodney for my attendant.  He is the best!  The rest of the crew has been top notch also.  I appreciate them.
328,trustpilot.com,i want to praise one of your employees.david marlowe an amtrak red cap in seattle. i have a disability and he made sure i got on the train safely and helped with my suitcase. he was so helpful and friendly. he is a huge asset to amtrack.
329,trustpilot.com,"Amtrak you have written a check your ass can't cash! Enough people see what you did to two elderly black women. I will never ride your train again. I will also tell any and all people to stay away from you! What you did was a crime. Those women could have died because of your actions and because so, that is considered attempted muder....I hope those women sue the flying hell out of this company and ANY OTHER COMPANY THAT DOES THIS MESS!!! To the police officers who were called for this, you know right from wrong. What ever department hired you needs to fire you."
330,trustpilot.com,"A Big Shout Out To Amtrak.🤩 This was my first time riding Amtrak, it was Great Experience. Attendants were friendly, train 🚊 was clean and plenty of space. Thank you Amtrak for getting me safe to New Orleans￼, and safe back home. Thank You God for a safe trip. #amtraktrain❤️🙏🏾"
331,trustpilot.com,That video of them calling the police to kick 2 elderly black ladies off the train bc their dog pooped and they cleaned up after their dog…. Is so disgusting. Left these 2 ladies and their dog stranded on the side of the road on Christmas Eve!??? Amtrak should be filled with absolute shame. Why allow dogs on the train then? Will never use you and will tell everyone I know to avoid Amtrak bc they are RACIST. Either against old black ladies or little dogs.
332,trustpilot.com,Amtrak is a great way to get places. Have to give 5 stars to Sheri and Ed. They had to deal with people that thought they could choose to sit where they wanted to and have other move that had been on the train for a while already. Sheri and Ed you both dealt with it very professionally. I've ridden the Amtak many times and staff has always been friendly and well mannered.
333,trustpilot.com,"Train cancelled & stranded in Chicago with no other train options 3/25. Had to stay an extra night in the hotel and rent a car to drive back 8 hours 3/26. We spent over $600 to get home when our train tickets were $120 total. We could have flown back home with tickets easily under $150 each if we booked when we initially scheduled the trip. We chose to take the train back home to enhance our journey and have a relaxing journey home. This turned into a nightmare when Amtrak cancelled 3 hours before departure, all other train options were booked or cancelled, all flights were either booked or $500 per ticket and no car rentals were available until the next day. The relaxing train journey turned into an extra $600 expense with 8 hours of driving. Amtrak was not able to provide any assistance during the day the train was cancelled. Tickets were refunded and told to call Monday when Customer Service is open. Called Monday & waited on hold for over an hour. Customer service offered $100 voucher for use within 1 year & directed me to contact corporate via email for a response in 6-8 weeks. Customer rep advised that they do not have a supervisor when asked to speak with someone above them. Rep advised that only method for going forward is contacting corporate. I no longer feel comfortable traveling with Amtrak in the future now that I know the customer service response. Amtrak will do nothing or will not provide any assistance if you are stranded. They do not care. Would leave a 0/5 stars if possible."
334,trustpilot.com,DO NOT USE AMTRAK!That video of them calling the police to kick 2 elderly black ladies off the train becsuse their dog pooped and they cleaned up after their dog. Is so disgusting. Left these 2 ladies and their dog stranded on Christmas Eve! Why allow dogs on the train then? Will never use you and will tell everyone I know to avoid Amtrak!
335,trustpilot.com,If I could give your evil ass company a zero I would.  Your evil company put 2 elderly black woman off in the middle of nowhere in the damn cold because of a little dog's poop.  You all some wicked mother f**kers if those ladies were related to me in any way I would sue you for all you got.  I pray they do.  And don't worry we all boycotting your ass.
336,trustpilot.com,"This was our first and last time riding Amtrak. The first leg of our trip was great. The ride, service and views were amazing. On our return trip from Salt Lake City we received notification 36 hours prior to departure that our train was delayed due to weather. Completely understandable with mountain snows. I continued to check the train status on the Amtrak app every few hours. At 4:00am and again at 6:20am on the day of departure I spoke with customer service and was told that the train was still delayed and would not arrive until at least 5:00pm. At 7:10am I again checked the status to see if it was delayed or service disrupted as it had gone back and forth between these two things. It said our train was in SLC and departing in less than 30 minutes. I called customer service in the way to the station and they confirmed (after 20 minutes) that yes we were supposed to be on that train. Arrived at the station but was denied boarding because the train was already closed. Tried to explain the situation but got no where. The train sat there for another 20 minutes before leaving. Shame on Amtrak for such awful communication and shame on the station staff for such lack of compassion when it was there fault!! It’s sad that this happened because had our return trip been like of one going to SLC Amtrak would have gotten 5 stars"
337,trustpilot.com,DO NOT EVER USE ALLiANZ INSURANCE to insure your trip.  I know it’s difficult hiring people today but they are scraping the bottom of the barrel.
338,trustpilot.com,"Iwasblownaway.The lower level is like a hot box and t bg e smell was horrible because of the six porta potties that was right the car.And there was no help so just know your on your own I use a cane it didn't matter I traded my return ticket in for the bus.Yeah, the bus was better.Never again Amtrak😏"
339,trustpilot.com,Just cancel my trip for Christmas 21 days in advance they took 250.00 away from me with no explanation I'm so hurt 😞 and a senior citizen  Well good news got all my money back Thank you Amtrak
340,trustpilot.com,"Horrible experience today. I had purchased a round trip from BWI to Newark and paid a premium as I guess it is Spring break. They did not scan my ticket on the way up. I didn’t think anything of it- the conductor just seemed busy and disorganized. When I got in my seat for the return trip, someone else said it was their seat and their ticket showed the same seat as me. When the conductor scanned it, he said mine was cancelled as there was no record of me doing the first leg of the trip. The return ticket was still showing in my app, no one contacted me to ask if I had done the first leg or even to tell me they had cancelled the return ticket (who just arbitrarily cancels a ticket someone has paid for) so I had no idea before getting on the train. When I explained the situation to the conductor and said it was cancelled in error- he got annoyed at me and said rudely  - “you need to move as you are in HIS seat” referring to the other passenger. I actually had to tell him to remain nice as this was not my fault and I am being moved from MY seat due to their error. I then had to spend an hour standing up in the cafe car calling the 1800 number (that is how long their wait was) to get them to allocate me a new seat- which they did. My train was the 6.15 from Newark  (2169) to Washington DC and it was a male conductor speaking to me this way- if Amtrak reads this, I really hope you speak to him and remind him to be courteous to your customers. Also, please do not just cancel tickets without clarifying a situation or speaking to a customer."
341,trustpilot.com,"I am disappointed in my Amtrak train experience. I’d been looking forward to my first overnight train experience for months. The views over the Rockies on the California Zephyr were great! But if you need to sleep, you don’t want to be on this train. It is rare for me to get motion sickness but sleeping on the top bunk on the top level of the sleeper car made me feel like I had been shaken violently for hours. And the loudness of the train whistle (which blew all night long through Nebraska) was way too close to the sleeper cars. If you need to get to your destination anywhere close to on-time, especially to make a connection, you don’t want to be on this train. Our train ride back home started 2 hrs late, (which we received no notification of) and we arrived back in Chicago four hours late. Our train ride there was 1.5 hours late. If you are trying to save money by taking the train, think again and don’t take this train. Even making our reservations 4 months ahead of time, pricing is so expensive for what you get. The bathrooms were not kept clean. By the second day, the trash bins were overflowing. On the upside, the staff was friendly and helpful. The conductors’ commentary was often delightful. The other passengers were fun to get to know. The food was OK. Bottom line - This was our first and will be our last trip on Amtrak."
342,trustpilot.com,"This is the worst experience that I’ve had with Amtrak. I will never use them again. First I booked a trip from St. Paul to Chicago, at 1:00am I was notified that the train will be 3hrs delayed which will arrive at 10:30am. When I got to the station at 9:30am I was told that the train will be delayed until after 3:00pm. I’m so upset that I had to spend money for a Uber there and back home and I live 40mins away from the station. You should’ve just cancel the damn train ride for the damn day. And because of Amtrak I missed visiting my father in the hospital."
343,trustpilot.com,"After I'd agreed on the price for my ticket, I put in my payment details. It then wouldn't let me pay and said a portion of my trip was no longer available. It wouldn't way which portion. When I tried to pay again by opening a new page, it had doubled the price of the exact same ticket. This doesn't seem fair. A deal is a deal."
344,trustpilot.com,Would much rather drive even. They left me stranded with 3 train cancellations without much warning. I was one my way to the train station each time. Not only that it’ll most likely be like 3-4 late both ways.
345,trustpilot.com,"Never got a lunch, no complimentary water, the staff were rude and make minimal effort and acted like the passengers are an inconvenience and a chore. They didn't try to make a pleasant environment at all or offer good service especially with roomettes where you're paying a lot of money. Sorry but isn't it your job as an attendant to see to the needs of your passengers? Lots of miscommunication and no organization. I don't think I will take it again.Recommendations from a first time passenger: if you announce breakfast is first come first serve and there's.plenty of open tables for you to choose from, then don't act like the passenger and came in and sat down at an open table is carrying a bomb. If the rules are you have to wait at the doorway regardless.of.reservation or first come first serve then clearly state that. Or better, put a sign in front of the entry door to remind people. But freaking out and yelling is unprofessional and uncalled for.A small pamphlet of good to know FAQs would be good to put in each room. Such as what to call your attendant using the light for. Sleeper passengers are told their attendant will come by around meal times to take orders and see if you want it delivered to the room or make a reservation. Ether they do that or the passenger has to call them to their room. Which one is it?? Showing the schedules of when things are open are nice too such as cafe times and if the sight seer lounge has closing times."
346,trustpilot.com,"First, I am unable to enter the correct date here--September, 2022.We thought we would try a new adventure--no plane this time.  VERY bad decision.  Late train leg by hours; poor, insensitive communication about helping with luggage and distances from hotels to train or bus depots;  multiple stops of bus legs to the point of being unbearable; incredibly poor communication about a cancelled leg because of strike that created a very stressful situation while on one leg-+no help to alleviate the stress by making other arrangements or even offering to get us home or whatever--nothing; we had to make shuttle arrangements, hotel reservations, and plane flight arrangements to get back on track; unguarded luggage at the exits of the train, no monitoring of who is taking luggage--whether it is theirs or not, lies about bed sizes; poor communication about which stop is our stop--could have been taken further without us knowing, no personal touch; allowing suspect people with mental health and personal hygiene issues on the  train with healthy, sane folks, rude personnel, including bus drivers on carryover legs; being forced to sit with people that we did not know at a table for dinner because the waiters did not want multiple tables being used--we could NOT sit alone and have a quiet, private meal--UNBELIEVABLE!!!   We wouldn't get monetary satisfaction without being forced to buy travel insurance about their foul-ups.  It took over three months to get some remuneration due to the debacle.  Again difficult, insensitive communication.   And this company is a federally owned??!!   We could go on!!!"
347,trustpilot.com,Amtrak will gladly cancel your trip with 1 week notice and when you request a refund: claim because you didn't give 2 weeks notice from departure they can withhold 25% of your refund.
348,trustpilot.com,I payed shy of $500 for traveling on Amtrak from Reno Nevada to Chicago Illinois . I went to the bathroom on the Amtrak after noticing bug bites on my arm and crazy itching all over. When I lifted my clothing… I saw a bunch of bright red bed bug bites. I just couldn’t handle the itching. I reported to driver and another worker. I showed them bites and some photos I took in the bathroom of bites. One of the workers took my name and number. The driver said to contact Amtrak and that they would reimburse me and that they were sorry. I’ve been trying to reach a supervisor by phone and email and nobody is responding. My husband had to drive to the small town of Osceola Iowa to get me. I just wanted to shower and get out of what I was wearing. I had to get off the train and didn’t even go to Chicago anymore. I was supposed to spend the weekend in Chicago with my husband and instead we went stair home after being picked up. I’ve showered like 4 times since yesterday morning and I’m still itchy. I tried applying ointments and it’s not helping.
349,trustpilot.com,"Traveling from Los Angeles to San Diego half way done can’t go further due to “security issue” train left us stranded in the middle of nowhere, no reception very low Lyft or Uber service, Amtrak didn’t offer transfer to next station when we asked for refund they said we need to call customer service has been over 2 weeks no refund yet supposedly take 6 weeks customer service worse you need to call an agent and after waiting over 30-40 minutes you need to be transferred to refunds department and answer is still under process"
350,trustpilot.com,You owe the people who had service animals and were put off train a PUBLIC apology. And you owe them for pain and suffering.😡
351,trustpilot.com,The WORST! ID GIVE IT A ZERO NEGATIVE. HOW HORRIFIC IT WAS. I WAS STUCK FOR 6 HRS AT THE TRAIN STARION . 1 HR IN THE TRAIN I WAITED. THEN WE STOPED 7 DIFFERENT TIMES. THE TRAIN DRIVE LIKE 30 MPH. IT STINKS. THE BATHROOMS.ARE.GROSS. THE CHAIR ARE SO UNCOMFORTABLE. THERE IS NO WAT TO SLEEP IN THE TRAIN. IT FEELS LIKE YOUR HELD CAPTIVE THE WHOLE TIME WITH NO END IN SIGHT. IM DISGUSTED OUR TRAIN SYSTEM. YHA THAT Ain't GONNA HAPPEN. THE WORST THE WORST THE WORST TIMES A billion!
352,trustpilot.com,"I am a very disappointed and dissatisfied customer. I ride Amtrak twice a week, every week. There are several times when the train is late, and I miss my ride to my destination and many times miss my connecting train, to my destination. Today I was 2 late because there was an accident on Route 66 in VA which is my route to catch Silver line, which is my first train to union station in Washington DC. Unfortunately I had to arrive at union Station in Washington DC 2 minutes to my train departure time. My was 138 and departure time was 6:05, I arrived 6:03 and was told I can’t go because the doors are closed. I was referred to the ticket department, met the first customer service woman, who told me I will have to pay a huge amount for the difference with the next train. I asked if there is anything she can do, she asked me to wait for the supervisor. She clearly told me with a tight voice that she cannot do anything for me. Now I have been charged an additional fee of $108.00 with no remorse from the supervisor.  she told me there nothing she can do and I will have to pay $108.00 for a later train or refund my money. I cannot believe what she said, I think she thinks I am just riding the train for fun. I told her I can’t cancel my trip because I have to be at work. Even when I told her I am a frequent rider and there had been times when the train is late and ended up missing my connecting train or ride, all she said was, I should have called for compensation which, just like not knowing that the doors closed 2 minutes to departure time, I don’t know I should call any time my train is delayed. I called customer relations and stayed on the phone for over an hour. I had to hang up and write this review. This is very heart rendering. The customer service is too poor. They act like they are God, they posses too much power and talk to customer in a very rude manner. I am writing for customer relations to look into my issue and refund me the $108.00 that I have been charged. I hope this issue would be looked at seriously. Thank you"
353,trustpilot.com,"DO NOT GO ON AMTRAK!!! Worst travel experience ever!!! Always delayed, ALWAYS!!! Literally the worst line EVER!"
354,trustpilot.com,"I will never bother with amtrak again!! How do trains run so late??  Every time I've used amtrak I've had some kind of issue!  Great employee's, nice trains but not able to keep to a schedule.."
355,trustpilot.com,"Frequent delays, never taken care of train tracks, derails, burst of fire…etc. Amtraks need to take care of their system. Staffs and spaces are fine"
356,trustpilot.com,"I have round trip tickets from Fresno to San Juan Capistrano. From Fresno to SJC was great. Every staff member was wonderful.I got to LA for my return and was in a long line to board my bus to get over the grapevine.A few of us got up to the front of the line and were told ""This bus is full, you need to get on ""that"" bus (points to a bus with a forming line.) Instead of having the last 4 of us get to the break of the second line, he walks off, leaving us to now get in a second long line to get on the bus. No courtesy at all. He did not say what bus was what,  nothing useful. So in line we go. I get up to the front, people are moving fairly well, so good, but I missed the area to place my bag. The same staff member, customer service, I found out, was sitting down watching us, not helping with bags to make more room o. The edges. I put mine in the space, I slipped it under a portable barrier because otherwise I would have had to lift it over a concrete bench. This customer service rep got angry and said something unintelligible- while sitting. I said ""I don't want to have to get out of another long line, sorry"" He became very confrontational and said ""Did you say something?"" I repeated my statement, and he said ""Next time I say to put your luggage around the barrier, for safety, do it, or you won't get on my bus.""I gave him a thumbs up. Such horrible service from one man who basically sat on his butt the whole time. I am trying to feel sad for him, he must be miserable. But I am a paying customer and he should have been trained for his position to be helpful and courteous. Or go dig ditches."
357,trustpilot.com,"Amtrak is HORRIBLE!!  If I didn't hate flying, I would never take them.  I needed to modify a reservation.  I attempted to do it online, but the website doesn't let you change locations, just date/time.  So i called and waited for 15 minutes to get a person.  I got halfway through the conversation with her, and all of a sudden I was punted to their auto-survey.  So this time I decided to just cancel my trip online, take the penalty and create a new reservation.  I created my new reservation and right as I completed adding in all of the information including the passenger info and credit card information, it told me that my train was sold out.  Why wouldn't it show me that when I was choosing the itinerary??!  So I ended up trying to call again.  Waited for a person and finally got someone.  This time the representative told me that she's having some audio issues on her end and could I please hold.  She came back 5 minutes later and we resumed.  She then interrupted and said she was still having issues, but we decided to press on.  I asked her if there was ANY room on the train that I wanted to get on that was sold out.  She told me that there was a room available but it was $683.  I asked if I could use points and she said ""Oh.  You have to talk to Guest Rewards if you want to use points.  She transferred me, but now I've been on hold for over 30 minutes and still waiting.  Why don't they show all rooms on all trains online?  And if there's a special guest rewards section, why isn't THAT on their website as well?!?!  Stay far far away if you have ANY other alternatives."
358,trustpilot.com,Train 64 stuck because of an open bridge. No one knows what is really going on. Does management really care??Open up the food care or  compensate us for our time and agravation!! Bob
359,trustpilot.com,"Amtrak likes to kick off elderly black women, in the middle of winter, in a different state. Heck no to Amtrak!! Rude and cruel!! Those are someone’s Grammies…how would they feel if it was theirs!! Not ok!!"
360,trustpilot.com,"I decided it would be a good idea to travel via Amtrak from  Hattiesburg, Mississippi to Union Station/Washington, DC and then home to Maryland. The beginning part of the trip was saddened by the death of my eldest sister's husband, us going home to Mississippi Gulf Coast for his funeral.  We had already shipped his body, and wanted to just be around my eldest sister and each other. My son and another sister decided to do the same.  For my son, it would be his first memory of riding in a train. They each received different messages from Amtrak and missed their train.   So they did not travel until Thursday, April 20th.  Their trip was delayed by 4 hours and their experience was so horrible that my son — said, no thanks back to flying. ONE and DONE! The rudeness of the employees was horrible under the circumstances. (Unfortunately, a teenage kid tried to beat the train. My condolences to his family.) My son was on the phone with me and I could hear someone being SO RUDE, I was shocked to learn it was an Amtrak employee speaking like that. She was VERY nasty to the riders, At least she was non discriminatory, as she raised her voice at all of them.  I shocked by what I was over hearing.  I wished I had thought to record her too. Next day, I was enroute and got caught by a CSX train. When I called Amtrak I was informed they were behind schedule, NOT TRUE. I missed my  train on Friday, April 21st. (Unfortunately , I had already turned my rental car in, I was lucky they dropped me off at the train station.) On Saturday, April 22nd, I arrived early and waited for the train. It was my first time paying to ride in the sleeper cars/a Roomette.  I tried to ask the Amtrak employee who came off the train and was standing by the door/gate where I should stand, WOW!(I was trying to ask where should I go for the sleeping cars…get in her line or do I go somewhere else.) The VERY RUDE employee threw her hand up at me, in the motion of shut up, and I did. The hand motion was clear to me and others that I was to shut up, so I did).  (I had two witnesses, the relative and new friend helping me with my luggage.) Well, after saying all aboard, I was like wait!!! The Rude Amtrak employee said she did not know I needed to ask a question or that I was riding the train.  It was a customer that told me where to go to board the sleeper car. Unfortunately, the same RUDE employee, appeared at the sleeper car.  She said I was not listed as a passenger on the train, and therefore I could not board .  No matter what I said, she held firm.I was pretty much begging her to check and insisting that I was on that train.  I checked my email, didn’t see the update but I was verbally inform by an Amtrak employee that my train would have the information.  The RUDE employee told me that I could not ride and pulled up the steps. I just felt so overwhelmed from my BIL's death, missing the train and then not getting on the train. If not for my cousin, I know I would have broken down. On Sunday, April 23, 2023, I was back at the station a 3rd time.  The conductor informed me that my name is very familiar.  I told her you may have seen it listed, since this is my 3rd attempt to ride this train home.I decided to contact Amtrak CS, and file a complaint when I arrived home.  Guess What!  CS also saw my name listed for each day that I was supposed to be on the train.  Both CS and the Conductor referenced my being on the train on Saturday, 22 April.  BTW:  My train was also late arriving into Union Station, we were delayed. On top of everything else. SMH.I waited, but never heard from Amtrak. I filed a complaint with the BBB, again no response.  As of today, Amtrak never responded to the complaint I filed with the BBB in April complaint. I guess their thought is what's one customer even if she did pay for a sleeper care and missed train fees.Amtrak is in the process of starting a passenger train on the Mississippi Gulf Coast (no more Hattiesburg for the Coast people) which would travel directly through my hometown area.  I have been monitoring their progress and so looking forward to Amtrak coming to the Mississippi Gulf Coast.  I may just do like my son, and other Sibs who live outside the Coast said they would be doing.  FLY.  If I change my mind, and do ride Amtrak (Golden rule of the 21st century, a fully charged phone and record/video).I don’t know, what to suggest except to say don’t fire the person, have the person go through customer service training. Honestly, I was really surprised that Amtrak did not respond to my complaint with the BBB.  I am out of suggestions.  Oh well, lesson learned and duly noted."
361,trustpilot.com,Shame on Amtrak for how you all treated those 2 elderly black women & their dog!!! A BOYCOTT is in order!
362,trustpilot.com,"Online information is bad, customer service doesn't exist and the infrastructure is crap.  Can't rely on Amtrak schedules, just assume they are a few hours optimistic."
363,trustpilot.com,I wanted to change my reservation to get on the train ONE stop later than reserved. 15 min later at the next stop. They said only if I paid $296 extra. I was told this on more than one phone call. Total scam.
364,trustpilot.com,"I loved, loved, loved the rail pass.  America the beautiful.  Highly recommend."
365,trustpilot.com,"Well, Amtrak just provided me with an experience so bad I will NEVER take the train again. I was supposed to leave Chicago headed to Detroit at 5:50pm last night. I got to the station at 4 to be sure I wasn’t late. I was told at 5 that the train was running a few minutes late. Then at 5:50 we were told it would be there at 7. Seven came and went and they changed the arrival time to 9. Just after 9 we were told that the train was broken down states away and they had no way to get us home. We were stuck in the lobby trying to figure out how to get home. They were less than helpful. I asked if we could get on the next train and the guy said “maybe, go check at the ticket counter.” Then we asked if there might be buses we could take, and his response was “it’s 3 blocks away, walk there and see.” So I was left with having my husband who just worked a 16 hour shift driving 8 hours round trip to get me, and I was worried sick he would fall asleep at the wheel. Eventually they “found parts and put together” a train. So my husband drove 2 hours at 11pm for nothing, and we wasted 5 hours sitting there. We ended up back to Detroit at 4:45 am. I got home at 5:30, and now I get to take care of my sick child and go to work when I don’t even feel safe to function. This ruined yesterday and today for me, I will never use Amtrak again, and I will let everyone who may be thinking of taking the train know just how bad my experience was."
366,trustpilot.com,"We planned an Amtrak vacation over a year in advance for a once in a lifetime experience to travel from Houston up through Chicago and to Boston to see the fall leaves changing colors. I have wanted to do this most of my adult life. My husband set up my first train ride ever to celebrate my birthday, and for what we hoped would be a truly memorable experience. It was, but for all the wrong reasons. We worked with Amtrak vacation planners and spent a fortune for what was sold to us as a first class experiences on Amtrak's sleeper bedrooms with dining cars and a chef to serve us in our bedroom or in the dining car. First thing, we spent 4 hours on a gross, cramped, dirty bus from Houston to Longview to get on the #22 train to Chicago. Then we spent 4.5 hours waiting on hard benches while the train was late. The Amtrak person actually said ""it's late and sometimes they don't even show up, so be prepared."" The service and food on Amtrak were horrid. We wandered around trying to find food every mealtime and the employees were all sitting on their phones yacking with each other. They acted like we didn't exist. Nobody pays any attention to the customers, and if they do, it's like you're an inconvenience. The ""first class"" food is boxed, unrecognizable grossness that has been microwaved to the point that you can't even get it off the plastic plate with the plastic knife. Even airline food is significantly better than the garbage they serve on Amtrak. We both rated it F-; it was that bad, and I mean every meal. The only thing worth asking for is something like yogurt or a soda in a can, which will be warm. Our bedroom #D was disgustingly unclean. There were leftover water bottles and pills on the floor from a previous guest. One bath towel was even covered with mold. The saving grace is the timing of the scenery and catching the fall leaves turning colors. That part is glorious. Sadly, the windows on every bit of the train and all the cars are so dirty that it's hard to see the scenery details through them. I'm writing this after the first segment Houston to Chicago, and so far can't recommend Amtrak to my worst enemy, much less someone I care about. If you're looking to spend hard earned vacation money for a first class experience, don't chose Amtrak."
367,trustpilot.com,Racist company!!! will never use what rather walk across this country….
368,trustpilot.com,"Train had to stop for over 30 mins so 2 other trains, on different tracks, could pass us... So, they have to stop one train for a train to pass by ...that seems very stupid..."
369,trustpilot.com,Train 1195 al lot of the doors dis not open. And no workers around to help you. If they are going to charge all this money for a ticket. Four doors that do not open should be fixed and checked on by staff. Also again no workers.
370,trustpilot.com,This a review for Trainbuster.com. This is a scam. The low prices posted on their website are not true at all.
371,trustpilot.com,Constant delays. Wifi is horrific. No heat.  Train is freezing. Dirty and unkept. Worst train ride ever.
372,trustpilot.com,"This winter my husband and I decided to visit my family for Christmas. We live in Oregon and they live in Montana. Going into the winter season we knew it would not be safe to drive for the visit because of the mountain passes between here and our destination. At first, we looked at plane tickets and were quickly overwhelmed buy the prices and travel times. We decided to try something different and take the train. At first, all seemed well. We arranged to take the train from Pasco, WA to Whitefish, MT and my father would drive 3 hours to pick us up. Everything was in order.To spare everyone the long story of our travel experience, here are some numbers: 2 cancellations, 13 hours of delays for a distance that can be traveled by car in 6.5 hours, 2 people in the wrong rooms, 5 laps walked on and around the train to find an employee, 29 hours of travel time with 3 hours of sleep, 2.5 hours of the train moving,  2 announcements about travel vs 4 announcements about the dining car, and 11 hours spent sitting in train stations. I do not fault Amtrak for the delays and cancellations. The winter storm with multiple feet of snow and temperatures in some locations reaching 50 below zero was out of their control. However, the lack of communication during the troubleshooting process prevented the passengers from having the opportunity to make informed decisions about their travel plans and potentially make other arrangements was frustrating and could have easily been resolved. My second annoyance with Amtrak is the lack of support when a train is cancelled. Yes, they do offer free rescheduling and a refund for cancellation, but not everyone has the luxury of having a flexible work schedule and accommodating family/friends that can allow them to leave a different day than originally planned or even worse, get back home. I can see how many people, if they landed in the same cancelled train situations that I found myself in, could have trouble getting back home and get to their jobs. In these situations, alternate travel accommodations should be provided. My last complaint is the lack of available staff on the train. When passengers had concerns and questions, it was difficult to find staff to help. All passengers were left unattended and allowed to wander while everyone's luggage sat out. Passengers could climb onto the train and in whatever room or seat without supervision to prevent them from taking someone else's spot. Unfortunately, I do not see myself considering taking Amtrak again and will not be recommending it to those I know. The only people I can recommend it to would be to people who have no schedule to keep, no valuables to protect, and no qualms with uncomfortable train station seating."
373,trustpilot.com,"Ticket prices are far too high, even for short trips when train cars are mostly empty."
374,trustpilot.com,How does Amtrak not have working internet in 2023? Wow
375,trustpilot.com,"My recent Amtrak trip.This experience could be improved by avoiding Amtrak all together. My experience was planned as a bucket list type event. I spent a lot of money for sleeper car travel. Wifi access was advertised. I rode 4 different trains. There is no Wifi. Corporate Amtrak's lack of corporate awareness for truthfulness and customer service needs is the problem. They simply don't seem to give a flying Frito about even minimal service.The initial roomette trip was uneventful, aside from the gross smell, cramped accommodations and dire need of modernization.  There was one electrical outlet. The bathrooms often made my skin crawl. I was later to learn that coach had more access to more reliable outlets than the expensive cramped roomette. The attendant was great and the t.v. dinner was ok.The nightmare came on the return trip. I had booked this trip 2.5 months in advance. I booked a sleeper roomette  from Pittsburgh to Chicago. Two days after purchasing tickets, the roomette went out of commission. I was not notified. The change was ignored and my reservation stayed the same for 2.5 months - while the remaining rooms were filled. On the morning of my departure ""operations"" fixed things. When I arrived at the Pittsburgh station the attendant rudely barked that I was riding coach to Cleveland. She told me I booked it that way and if I had a problem - talk to the ticket clerk. Fat lot of good that did. He told me there were no other accommodations and that I just didn't know how to book reservations...next time get help from someone who knew the job. I was deeply insulted. Condescension did not improve matters. I assumed that double booking had occurred. It had not. Amtrak just didn't bother to address the problem till the last minute. As a result I was bumped into Coach from Pittsburgh to Cleveland and made to believe it was my problem.  At 3:00 a.m.,on a cold winter morning, I had to gather my belongings and walk to another car in which a sleeper emptied out. The one outlet in the room was so loose that I could not use my cpap. Arrival in Chicago was a relief. My only complaint with the metropolitan lounge in Chicago were the female drill sergeants at the reception desk. Manners always help. Those gals missed that class. I did not appreciate the repeated screamed reminders to display my green pass.After a 6 hour layover, I boarded my final train. By this time I was so exhausted and short of breath. My inhalers didn't help much. I rarely had the opportunity to remove my mask. There is no accommodation for Covid and my risk is significant....so a sleeper car was important at night.  When I arrived at my final destination 5 hours later, the attendant forgot to unload my cpap. I was absolutely exhausted. My insurance company will not replace this recent replacement. I face significant health issues as a direct result of Amtrak's ""service"". I have nothing but good things to say about the attendant. He could not have been more accommodating and helpful. He is not responsible for a broken system. Amtrak's deliberately negligent regard for passenger belongings assured that my cpap would be lost without constant vigilance. Unfortunately, Amtrak has no system for tracking carry on luggage that is stored in the entryway storage areas.  My only hope is the fact that I did label my baggage. In my opinion, today's Amtrak travel is abominable. I am writing this the day after return. I have spent 2 hours , at least, on the phone with customer relations. The little compensation that was offered was insulting. I have little hope of my item being returned. My guess is that it is already up for sale on craigslist."
376,trustpilot.com,"These people are absolutely crazy , I went through extensive protocols to get this job, weeks of doing the physical exam , health exam, drug test, covid vaccine, background check that took weeks, , everything was cleared and great except second hand smoking that is legal in California was found on the drug test & was the reason they decided to take back the job offer I went through hoops to get ! I always hated the company even when I used to ride with them , many horrible experiences, I wanted to be a part of making this company better but this is just confirmation on how messed up in the head this company truly is and BEWARE OF THEIR LIES AMTRAK DOES NOT CARE ABOUT ANYONE LITERALLY"
